suite,model,forecast_method,baseline_class,n_eval_tasks,brier,ece,regret,brier_low,brier_high,ece_low,ece_high,regret_low,regret_high,brier_ci,ece_ci,regret_ci,n_bootstrap,notes
paper_math_core,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,1000,0.1479,0.099,0.282,,,,,,,0.148 [point],0.099 [point],0.282 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,DeepSeek-V3-0324,single_budget,calibration_split_baseline,1000,0.17056000000000004,0.1139999999999999,0.265,,,,,,,0.171 [point],0.114 [point],0.265 [point],,threshold curve at the middle budget
paper_math_core,DeepSeek-V3-0324,self_forecast,model_forecast_raw,500,0.09995352,0.10087200000000002,0.012,,,,,,,0.100 [point],0.101 [point],0.012 [point],,model-provided pre-execution probability curve
paper_math_core,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,500,0.24376134778575187,0.0,0.904,,,,,,,0.244 [point],0.000 [point],0.904 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,500,0.0821675414958173,2.2204460492503132e-17,0.022,,,,,,,0.082 [point],0.000 [point],0.022 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,500,0.13318577449352706,0.21753961982888198,0.012,,,,,,,0.133 [point],0.218 [point],0.012 [point],,metadata-only curve from prompt length
paper_math_core,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,500,0.1053,0.16439999999999996,0.22,,,,,,,0.105 [point],0.164 [point],0.220 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,DeepSeek-V3-0324,single_budget,calibration_split_baseline,500,0.09784000000000002,0.10359999999999996,0.208,,,,,,,0.098 [point],0.104 [point],0.208 [point],,threshold curve at the middle budget
paper_math_core,DeepSeek-V3-0324,self_forecast,model_forecast_raw,500,0.21553293000000004,0.24905799999999995,0.016,,,,,,,0.216 [point],0.249 [point],0.016 [point],,model-provided pre-execution probability curve
paper_math_core,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,500,0.2151423128421171,5.551115123125783e-17,0.638,,,,,,,0.215 [point],0.000 [point],0.638 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,500,0.1633752009510002,0.0016000000000000111,0.016,,,,,,,0.163 [point],0.002 [point],0.016 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,500,0.26730135895150775,0.3225109017774243,0.016,,,,,,,0.267 [point],0.323 [point],0.016 [point],,metadata-only curve from prompt length
paper_math_core,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,500,0.1905,0.22099999999999997,0.344,,,,,,,0.191 [point],0.221 [point],0.344 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,DeepSeek-V3-0324,single_budget,calibration_split_baseline,500,0.24328000000000005,0.24760000000000004,0.322,,,,,,,0.243 [point],0.248 [point],0.322 [point],,threshold curve at the middle budget
paper_math_core,gemini-2.0-flash-001,self_forecast,model_forecast_raw,1000,0.13018206,0.047874,0.005,,,,,,,0.130 [point],0.048 [point],0.005 [point],,model-provided pre-execution probability curve
paper_math_core,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,1000,0.24935090870650434,1.1102230246251565e-16,0.793,,,,,,,0.249 [point],0.000 [point],0.793 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,1000,0.17356824983468497,5.273559366969494e-17,0.035,,,,,,,0.174 [point],0.000 [point],0.035 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,1000,0.18108661181049124,0.06607802613035445,0.005,,,,,,,0.181 [point],0.066 [point],0.005 [point],,metadata-only curve from prompt length
paper_math_core,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,1000,0.1348,0.10540000000000001,0.237,,,,,,,0.135 [point],0.105 [point],0.237 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini-2.0-flash-001,single_budget,calibration_split_baseline,1000,0.15532,0.0317999999999999,0.204,,,,,,,0.155 [point],0.032 [point],0.204 [point],,threshold curve at the middle budget
paper_math_core,gemini-2.0-flash-001,self_forecast,model_forecast_raw,500,0.11188263999999999,0.06413599999999996,0.006,,,,,,,0.112 [point],0.064 [point],0.006 [point],,model-provided pre-execution probability curve
paper_math_core,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,500,0.23489380428191048,0.0,0.85,,,,,,,0.235 [point],0.000 [point],0.850 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,500,0.11032807097160253,9.159339953157542e-17,0.004,,,,,,,0.110 [point],0.000 [point],0.004 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,500,0.15202402646618884,0.17539201082537012,0.006,,,,,,,0.152 [point],0.175 [point],0.006 [point],,metadata-only curve from prompt length
paper_math_core,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,500,0.1055,0.16399999999999998,0.154,,,,,,,0.105 [point],0.164 [point],0.154 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini-2.0-flash-001,single_budget,calibration_split_baseline,500,0.12280000000000002,0.06359999999999993,0.15,,,,,,,0.123 [point],0.064 [point],0.150 [point],,threshold curve at the middle budget
paper_math_core,gemini-2.0-flash-001,self_forecast,model_forecast_raw,500,0.14848148,0.09272399999999997,0.004,,,,,,,0.148 [point],0.093 [point],0.004 [point],,model-provided pre-execution probability curve
paper_math_core,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,500,0.24582584134200264,0.0,0.736,,,,,,,0.246 [point],0.000 [point],0.736 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,500,0.16278649483335408,0.08416833667334667,0.004,,,,,,,0.163 [point],0.084 [point],0.004 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,500,0.21014919715479363,0.20211090177742433,0.004,,,,,,,0.210 [point],0.202 [point],0.004 [point],,metadata-only curve from prompt length
paper_math_core,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,500,0.1641,0.13479999999999998,0.32,,,,,,,0.164 [point],0.135 [point],0.320 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini-2.0-flash-001,single_budget,calibration_split_baseline,500,0.18784000000000006,0.12720000000000004,0.258,,,,,,,0.188 [point],0.127 [point],0.258 [point],,threshold curve at the middle budget
paper_math_core,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,1000,0.17137796,0.121544,0.011,,,,,,,0.171 [point],0.122 [point],0.011 [point],,model-provided pre-execution probability curve
paper_math_core,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,1000,0.24921546884221563,0.0,0.758,,,,,,,0.249 [point],0.000 [point],0.758 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,1000,0.1824376443142313,6.66133814775094e-17,0.026,,,,,,,0.182 [point],0.000 [point],0.026 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,1000,0.18772601059129082,0.05637720443283413,0.011,,,,,,,0.188 [point],0.056 [point],0.011 [point],,metadata-only curve from prompt length
paper_math_core,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,1000,0.1386,0.09779999999999997,0.21,,,,,,,0.139 [point],0.098 [point],0.210 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,1000,0.16672000000000003,0.029199999999999927,0.19,,,,,,,0.167 [point],0.029 [point],0.190 [point],,threshold curve at the middle budget
paper_math_core,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,500,0.18588788,0.199732,0.014,,,,,,,0.186 [point],0.200 [point],0.014 [point],,model-provided pre-execution probability curve
paper_math_core,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,500,0.2360216159774459,0.0,0.798,,,,,,,0.236 [point],0.000 [point],0.798 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,500,0.13328781812121235,2.7755575615628914e-17,0.014,,,,,,,0.133 [point],0.000 [point],0.014 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,500,0.16521956197366622,0.14573639424256044,0.014,,,,,,,0.165 [point],0.146 [point],0.014 [point],,metadata-only curve from prompt length
paper_math_core,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,500,0.1175,0.13999999999999999,0.16,,,,,,,0.117 [point],0.140 [point],0.160 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,500,0.14272,0.05919999999999993,0.142,,,,,,,0.143 [point],0.059 [point],0.142 [point],,threshold curve at the middle budget
paper_math_core,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,500,0.15686804,0.06536400000000003,0.008,,,,,,,0.157 [point],0.065 [point],0.008 [point],,model-provided pre-execution probability curve
paper_math_core,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,500,0.24704670198111653,0.0,0.718,,,,,,,0.247 [point],0.000 [point],0.718 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,500,0.16788526953707014,0.0,0.008,,,,,,,0.168 [point],0.000 [point],0.008 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,500,0.2102324592089154,0.1925109017774243,0.008,,,,,,,0.210 [point],0.193 [point],0.008 [point],,metadata-only curve from prompt length
paper_math_core,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,500,0.1597,0.12439999999999998,0.26,,,,,,,0.160 [point],0.124 [point],0.260 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,500,0.19072000000000006,0.11760000000000004,0.238,,,,,,,0.191 [point],0.118 [point],0.238 [point],,threshold curve at the middle budget
