suite,model,method,source_method,policy,budget_fraction,target_total_budget,selected_total_budget,budget_used,budget_slack_tokens,strict_budget_feasible,allocated_tasks,verified_successes,success_rate,oracle_successes,regret_to_oracle
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,max_budget,max_budget,policy_b,0.50,268288,268288,268288,0,1,131,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,max_budget,max_budget,policy_b,0.75,402432,375603,374784,27648,1,183,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,max_budget,max_budget,policy_b,1.00,536576,536576,536576,0,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,oracle,oracle,policy_b,0.25,134144,107315,0,134144,1,0,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,oracle,oracle,policy_b,0.50,268288,268288,0,268288,1,0,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,oracle,oracle,policy_b,0.75,402432,375603,0,402432,1,0,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,oracle,oracle,policy_b,1.00,536576,536576,0,536576,1,0,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,random_budget,random_budget,policy_b,0.25,134144,107315,107264,26880,1,141,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,random_budget,random_budget,policy_b,0.50,268288,268288,205888,62400,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,random_budget,random_budget,policy_b,0.75,402432,375603,205888,196544,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,random_budget,random_budget,policy_b,1.00,536576,536576,205888,330688,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.25,134144,107315,16768,117376,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.50,268288,268288,16768,251520,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.75,402432,375603,16768,385664,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,1.00,536576,536576,16768,519808,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_raw,self_forecast_raw,policy_b,0.25,134144,107315,107264,26880,1,106,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_raw,self_forecast_raw,policy_b,0.50,268288,268288,268288,0,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_raw,self_forecast_raw,policy_b,0.75,402432,375603,374784,27648,1,262,0,0.000000,0,0
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_raw,self_forecast_raw,policy_b,1.00,536576,536576,536576,0,1,262,0,0.000000,0,0
paper_math_core,DeepSeek-V3-0324,best_simple_prior,source_by_budget_calibration,policy_b,0.25,273664,218931,218880,54784,1,350,337,0.962857,533,196
paper_math_core,DeepSeek-V3-0324,best_simple_prior,source_by_budget_calibration,policy_b,0.50,547328,547328,547328,0,1,443,394,0.889391,592,198
paper_math_core,DeepSeek-V3-0324,best_simple_prior,source_by_budget_calibration,policy_b,0.75,820992,766259,766208,54784,1,550,465,0.845455,592,127
paper_math_core,DeepSeek-V3-0324,best_simple_prior,source_by_budget_calibration,policy_b,1.00,1094656,1094656,1094656,0,1,709,579,0.816643,592,13
paper_math_core,DeepSeek-V3-0324,max_budget,max_budget,policy_b,0.25,273664,218931,218112,55552,1,213,202,0.948357,533,331
paper_math_core,DeepSeek-V3-0324,max_budget,max_budget,policy_b,0.50,547328,547328,545792,1536,1,441,393,0.891156,592,199
paper_math_core,DeepSeek-V3-0324,max_budget,max_budget,policy_b,0.75,820992,766259,764928,56064,1,548,463,0.844891,592,129
paper_math_core,DeepSeek-V3-0324,max_budget,max_budget,policy_b,1.00,1094656,1094656,1094656,0,1,709,579,0.816643,592,13
paper_math_core,DeepSeek-V3-0324,oracle,oracle,policy_b,0.25,273664,218931,218880,54784,1,533,533,1.000000,533,0
paper_math_core,DeepSeek-V3-0324,oracle,oracle,policy_b,0.50,547328,547328,329472,217856,1,592,592,1.000000,592,0
paper_math_core,DeepSeek-V3-0324,oracle,oracle,policy_b,0.75,820992,766259,329472,491520,1,592,592,1.000000,592,0
paper_math_core,DeepSeek-V3-0324,oracle,oracle,policy_b,1.00,1094656,1094656,329472,765184,1,592,592,1.000000,592,0
paper_math_core,DeepSeek-V3-0324,random_budget,random_budget,policy_b,0.25,273664,218931,218880,54784,1,330,154,0.466667,533,379
paper_math_core,DeepSeek-V3-0324,random_budget,random_budget,policy_b,0.50,547328,547328,435904,111424,1,709,320,0.451340,592,272
paper_math_core,DeepSeek-V3-0324,random_budget,random_budget,policy_b,0.75,820992,766259,435904,385088,1,709,320,0.451340,592,272
paper_math_core,DeepSeek-V3-0324,random_budget,random_budget,policy_b,1.00,1094656,1094656,435904,658752,1,709,320,0.451340,592,272
paper_math_core,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.25,273664,218931,218880,54784,1,354,325,0.918079,533,208
paper_math_core,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.50,547328,547328,547328,0,1,564,452,0.801418,592,140
paper_math_core,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.75,820992,766259,766208,54784,1,626,490,0.782748,592,102
paper_math_core,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,1.00,1094656,1094656,1077632,17024,1,709,576,0.812412,592,16
paper_math_core,DeepSeek-V3-0324,self_forecast_raw,self_forecast_raw,policy_b,0.25,273664,218931,218880,54784,1,481,365,0.758836,533,168
paper_math_core,DeepSeek-V3-0324,self_forecast_raw,self_forecast_raw,policy_b,0.50,547328,547328,547328,0,1,709,520,0.733427,592,72
paper_math_core,DeepSeek-V3-0324,self_forecast_raw,self_forecast_raw,policy_b,0.75,820992,766259,766208,54784,1,709,546,0.770099,592,46
paper_math_core,DeepSeek-V3-0324,self_forecast_raw,self_forecast_raw,policy_b,1.00,1094656,1094656,1089280,5376,1,709,577,0.813822,592,15
paper_math_core,claude-3-haiku,best_simple_prior,source_by_budget_calibration,policy_b,0.25,273664,218931,218880,54784,1,361,101,0.279778,404,303
paper_math_core,claude-3-haiku,best_simple_prior,source_by_budget_calibration,policy_b,0.50,547328,547328,547328,0,1,709,373,0.526093,404,31
paper_math_core,claude-3-haiku,best_simple_prior,source_by_budget_calibration,policy_b,0.75,820992,766259,547328,273664,1,709,373,0.526093,404,31
paper_math_core,claude-3-haiku,best_simple_prior,source_by_budget_calibration,policy_b,1.00,1094656,1094656,547328,547328,1,709,373,0.526093,404,31
paper_math_core,claude-3-haiku,max_budget,max_budget,policy_b,0.25,273664,218931,218112,55552,1,213,170,0.798122,404,234
paper_math_core,claude-3-haiku,max_budget,max_budget,policy_b,0.50,547328,547328,545792,1536,1,441,311,0.705215,404,93
paper_math_core,claude-3-haiku,max_budget,max_budget,policy_b,0.75,820992,766259,764928,56064,1,548,334,0.609489,404,70
paper_math_core,claude-3-haiku,max_budget,max_budget,policy_b,1.00,1094656,1094656,1094656,0,1,709,379,0.534556,404,25
paper_math_core,claude-3-haiku,oracle,oracle,policy_b,0.25,273664,218931,138688,134976,1,404,404,1.000000,404,0
paper_math_core,claude-3-haiku,oracle,oracle,policy_b,0.50,547328,547328,138688,408640,1,404,404,1.000000,404,0
paper_math_core,claude-3-haiku,oracle,oracle,policy_b,0.75,820992,766259,138688,682304,1,404,404,1.000000,404,0
paper_math_core,claude-3-haiku,oracle,oracle,policy_b,1.00,1094656,1094656,138688,955968,1,404,404,1.000000,404,0
paper_math_core,claude-3-haiku,random_budget,random_budget,policy_b,0.25,273664,218931,218880,54784,1,358,115,0.321229,404,289
paper_math_core,claude-3-haiku,random_budget,random_budget,policy_b,0.50,547328,547328,433408,113920,1,709,221,0.311707,404,183
paper_math_core,claude-3-haiku,random_budget,random_budget,policy_b,0.75,820992,766259,433408,387584,1,709,221,0.311707,404,183
paper_math_core,claude-3-haiku,random_budget,random_budget,policy_b,1.00,1094656,1094656,433408,661248,1,709,221,0.311707,404,183
paper_math_core,claude-3-haiku,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.25,273664,218931,218880,54784,1,330,244,0.739394,404,160
paper_math_core,claude-3-haiku,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.50,547328,547328,547328,0,1,589,345,0.585739,404,59
paper_math_core,claude-3-haiku,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.75,820992,766259,731136,89856,1,709,379,0.534556,404,25
paper_math_core,claude-3-haiku,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,1.00,1094656,1094656,731136,363520,1,709,379,0.534556,404,25
paper_math_core,claude-3-haiku,self_forecast_raw,self_forecast_raw,policy_b,0.25,273664,218931,218880,54784,1,465,297,0.638710,404,107
paper_math_core,claude-3-haiku,self_forecast_raw,self_forecast_raw,policy_b,0.50,547328,547328,547328,0,1,709,376,0.530324,404,28
paper_math_core,claude-3-haiku,self_forecast_raw,self_forecast_raw,policy_b,0.75,820992,766259,765952,55040,1,709,380,0.535966,404,24
paper_math_core,claude-3-haiku,self_forecast_raw,self_forecast_raw,policy_b,1.00,1094656,1094656,1094656,0,1,709,379,0.534556,404,25
paper_math_core,gemini-2.0-flash-001,best_simple_prior,source_by_budget_calibration,policy_b,0.25,273664,218931,218880,54784,1,389,359,0.922879,577,218
paper_math_core,gemini-2.0-flash-001,best_simple_prior,source_by_budget_calibration,policy_b,0.50,547328,547328,547328,0,1,709,601,0.847673,626,25
paper_math_core,gemini-2.0-flash-001,best_simple_prior,source_by_budget_calibration,policy_b,0.75,820992,766259,765440,55552,1,709,605,0.853315,626,21
paper_math_core,gemini-2.0-flash-001,best_simple_prior,source_by_budget_calibration,policy_b,1.00,1094656,1094656,915968,178688,1,709,611,0.861777,626,15
paper_math_core,gemini-2.0-flash-001,max_budget,max_budget,policy_b,0.25,273664,218931,218112,55552,1,213,205,0.962441,577,372
paper_math_core,gemini-2.0-flash-001,max_budget,max_budget,policy_b,0.50,547328,547328,545792,1536,1,441,402,0.911565,626,224
paper_math_core,gemini-2.0-flash-001,max_budget,max_budget,policy_b,0.75,820992,766259,764928,56064,1,548,482,0.879562,626,144
paper_math_core,gemini-2.0-flash-001,max_budget,max_budget,policy_b,1.00,1094656,1094656,1094656,0,1,709,611,0.861777,626,15
paper_math_core,gemini-2.0-flash-001,oracle,oracle,policy_b,0.25,273664,218931,217920,55744,1,577,577,1.000000,577,0
paper_math_core,gemini-2.0-flash-001,oracle,oracle,policy_b,0.50,547328,547328,280384,266944,1,626,626,1.000000,626,0
paper_math_core,gemini-2.0-flash-001,oracle,oracle,policy_b,0.75,820992,766259,280384,540608,1,626,626,1.000000,626,0
paper_math_core,gemini-2.0-flash-001,oracle,oracle,policy_b,1.00,1094656,1094656,280384,814272,1,626,626,1.000000,626,0
paper_math_core,gemini-2.0-flash-001,random_budget,random_budget,policy_b,0.25,273664,218931,218880,54784,1,379,197,0.519789,577,380
paper_math_core,gemini-2.0-flash-001,random_budget,random_budget,policy_b,0.50,547328,547328,436416,110912,1,709,371,0.523272,626,255
paper_math_core,gemini-2.0-flash-001,random_budget,random_budget,policy_b,0.75,820992,766259,436416,384576,1,709,371,0.523272,626,255
paper_math_core,gemini-2.0-flash-001,random_budget,random_budget,policy_b,1.00,1094656,1094656,436416,658240,1,709,371,0.523272,626,255
paper_math_core,gemini-2.0-flash-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.25,273664,218931,218880,54784,1,327,290,0.886850,577,287
paper_math_core,gemini-2.0-flash-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.50,547328,547328,547328,0,1,611,530,0.867430,626,96
paper_math_core,gemini-2.0-flash-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.75,820992,766259,765696,55296,1,709,610,0.860367,626,16
paper_math_core,gemini-2.0-flash-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,1.00,1094656,1094656,856832,237824,1,709,609,0.858956,626,17
paper_math_core,gemini-2.0-flash-001,self_forecast_raw,self_forecast_raw,policy_b,0.25,273664,218931,218880,54784,1,470,411,0.874468,577,166
paper_math_core,gemini-2.0-flash-001,self_forecast_raw,self_forecast_raw,policy_b,0.50,547328,547328,547328,0,1,709,601,0.847673,626,25
paper_math_core,gemini-2.0-flash-001,self_forecast_raw,self_forecast_raw,policy_b,0.75,820992,766259,765952,55040,1,709,611,0.861777,626,15
paper_math_core,gemini-2.0-flash-001,self_forecast_raw,self_forecast_raw,policy_b,1.00,1094656,1094656,1094656,0,1,709,611,0.861777,626,15
paper_math_core,gemini-2.0-flash-lite-001,best_simple_prior,source_by_budget_calibration,policy_b,0.25,273664,218931,218880,54784,1,389,350,0.899743,579,229
paper_math_core,gemini-2.0-flash-lite-001,best_simple_prior,source_by_budget_calibration,policy_b,0.50,547328,547328,547328,0,1,709,590,0.832158,625,35
paper_math_core,gemini-2.0-flash-lite-001,best_simple_prior,source_by_budget_calibration,policy_b,0.75,820992,766259,765952,55040,1,709,592,0.834979,625,33
paper_math_core,gemini-2.0-flash-lite-001,best_simple_prior,source_by_budget_calibration,policy_b,1.00,1094656,1094656,1094656,0,1,709,605,0.853315,625,20
paper_math_core,gemini-2.0-flash-lite-001,max_budget,max_budget,policy_b,0.25,273664,218931,218112,55552,1,213,199,0.934272,579,380
paper_math_core,gemini-2.0-flash-lite-001,max_budget,max_budget,policy_b,0.50,547328,547328,545792,1536,1,441,399,0.904762,625,226
paper_math_core,gemini-2.0-flash-lite-001,max_budget,max_budget,policy_b,0.75,820992,766259,764928,56064,1,548,475,0.866788,625,150
paper_math_core,gemini-2.0-flash-lite-001,max_budget,max_budget,policy_b,1.00,1094656,1094656,1094656,0,1,709,605,0.853315,625,20
paper_math_core,gemini-2.0-flash-lite-001,oracle,oracle,policy_b,0.25,273664,218931,218688,54976,1,579,579,1.000000,579,0
paper_math_core,gemini-2.0-flash-lite-001,oracle,oracle,policy_b,0.50,547328,547328,282176,265152,1,625,625,1.000000,625,0
paper_math_core,gemini-2.0-flash-lite-001,oracle,oracle,policy_b,0.75,820992,766259,282176,538816,1,625,625,1.000000,625,0
paper_math_core,gemini-2.0-flash-lite-001,oracle,oracle,policy_b,1.00,1094656,1094656,282176,812480,1,625,625,1.000000,625,0
paper_math_core,gemini-2.0-flash-lite-001,random_budget,random_budget,policy_b,0.25,273664,218931,218880,54784,1,354,183,0.516949,579,396
paper_math_core,gemini-2.0-flash-lite-001,random_budget,random_budget,policy_b,0.50,547328,547328,436672,110656,1,709,369,0.520451,625,256
paper_math_core,gemini-2.0-flash-lite-001,random_budget,random_budget,policy_b,0.75,820992,766259,436672,384320,1,709,369,0.520451,625,256
paper_math_core,gemini-2.0-flash-lite-001,random_budget,random_budget,policy_b,1.00,1094656,1094656,436672,657984,1,709,369,0.520451,625,256
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.25,273664,218931,218880,54784,1,486,415,0.853909,579,164
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.50,547328,547328,547328,0,1,709,565,0.796897,625,60
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,0.75,820992,766259,697856,123136,1,709,598,0.843441,625,27
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,self_forecast_histogram_recalibrated,policy_b,1.00,1094656,1094656,697856,396800,1,709,598,0.843441,625,27
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_raw,self_forecast_raw,policy_b,0.25,273664,218931,218880,54784,1,302,263,0.870861,579,316
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_raw,self_forecast_raw,policy_b,0.50,547328,547328,547328,0,1,530,477,0.900000,625,148
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_raw,self_forecast_raw,policy_b,0.75,820992,766259,766208,54784,1,550,492,0.894545,625,133
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_raw,self_forecast_raw,policy_b,1.00,1094656,1094656,1094656,0,1,709,605,0.853315,625,20
